id,id_cliente,id_loja,id_produto,dt_venda,cliente_nome,cliente_sexo,cliente_dt_nasc,loja_cidade,produto_produto,produto_valor,dt_pgto,pg,tempo_pg,cliente_idade,venda_ano,promoção
807,30,2,3,2018-09-30,Mariana Cavalcanti,F,1941-08-24,Rio de Janeiro,laptop básico,2300.0,,0,,81.0,2018,0
808,756,2,3,2018-10-01,Cauã Melo,M,1938-01-01,Rio de Janeiro,laptop básico,2300.0,,0,,85.0,2018,0
809,212,2,2,2018-10-01,Guilherme Carvalho,M,1962-08-27,Rio de Janeiro,teclado,30.0,2018-10-08,1,7.0,60.0,2018,0
810,239,5,4,2018-10-01,Kauan Melo,M,1998-06-09,Santa Catarina,laptop gamer,5300.0,,0,,24.0,2018,0
811,505,2,8,2018-10-01,Marina Gomes,F,1991-06-17,Rio de Janeiro,cadeira,540.0,,0,,31.0,2018,0
812,261,2,3,2018-10-01,Clara Melo,F,1944-08-02,Rio de Janeiro,laptop básico,2300.0,,0,,78.0,2018,0
813,267,4,2,2018-10-01,Maria Melo,F,1947-08-09,Belo Horizonte,teclado,30.0,2018-11-15,1,45.0,75.0,2018,1
814,777,2,3,2018-10-02,Kauan Almeida,M,1976-07-24,Rio de Janeiro,laptop básico,2300.0,,0,,46.0,2018,0
815,436,5,3,2018-10-02,Ana Correia,F,1952-06-28,Santa Catarina,laptop básico,2300.0,2018-10-06,1,4.0,70.0,2018,0
816,318,8,2,2018-10-02,Nicolash Cavalcanti,M,1949-07-02,Brasília,teclado,30.0,2018-10-21,1,19.0,73.0,2018,0
817,746,4,3,2018-10-02,Aline Sousa,F,1964-01-13,Belo Horizonte,laptop básico,2300.0,2018-11-10,1,39.0,59.0,2018,1
818,444,9,8,2018-10-02,Mariana Almeida,F,1964-12-15,Palmas,cadeira,540.0,,0,,58.0,2018,0
819,217,2,6,2018-10-02,Rafaela Almeida,F,2003-07-25,Rio de Janeiro,impressora,700.0,2018-11-11,1,40.0,19.0,2018,1
820,851,2,10,2018-10-02,Luiza Barbosa,F,1970-10-21,Rio de Janeiro,xxx-231a,321.1352,,0,,52.0,2018,0
821,664,2,1,2018-10-02,Marisa Melo,F,1962-11-15,Rio de Janeiro,mouse,20.0,,0,,60.0,2018,0
822,632,4,3,2018-10-02,Victor Rocha,M,1970-10-22,Belo Horizonte,laptop básico,2300.0,,0,,52.0,2018,0
823,285,2,9,2018-10-03,Gustavo Dias,M,1992-06-02,Rio de Janeiro,mesa,860.0,,0,,30.0,2018,1
824,559,2,3,2018-10-03,Sarah Cardoso,F,2002-12-13,Rio de Janeiro,laptop básico,2300.0,2018-11-12,1,40.0,20.0,2018,1
825,34,4,6,2018-10-03,Arthur Alves,M,1954-05-30,Belo Horizonte,impressora,700.0,2018-10-23,1,20.0,68.0,2018,0
826,720,10,8,2018-10-03,Leonardo Barbosa,M,1976-01-06,Vitória,cadeira,540.0,2018-10-16,1,13.0,47.0,2018,0
827,81,6,4,2018-10-03,Rafaela Sousa,F,1987-03-08,Recife,laptop gamer,5300.0,,0,,36.0,2018,0
828,206,9,2,2018-10-03,Caio Pinto,M,1964-04-12,Palmas,teclado,30.0,2018-10-24,1,21.0,58.0,2018,0
829,40,2,7,2018-10-04,Camila Cunha,F,1968-10-18,Rio de Janeiro,carregador,150.0,,0,,54.0,2018,0
830,367,2,10,2018-10-04,Leonor Santos,F,1985-02-23,Rio de Janeiro,xxx-231a,321.1352,2018-10-25,1,21.0,38.0,2018,0
831,859,2,8,2018-10-04,Giovanna Lima,F,1977-01-14,Rio de Janeiro,cadeira,540.0,,0,,46.0,2018,0
832,813,7,3,2018-10-04,Matheus Souza,M,1953-11-25,Salvador,laptop básico,2300.0,2018-10-06,1,2.0,69.0,2018,0
833,533,2,3,2018-10-04,Larissa Melo,F,1944-08-17,Rio de Janeiro,laptop básico,2300.0,,0,,78.0,2018,1
834,154,8,9,2018-10-04,Marina Azevedo,F,1955-08-19,Brasília,mesa,860.0,2018-10-21,1,17.0,67.0,2018,0
835,123,4,3,2018-10-04,Thaís Sousa,F,1936-11-04,Belo Horizonte,laptop básico,2300.0,2018-11-08,1,35.0,86.0,2018,0
836,699,1,3,2018-10-04,Murilo Pereira,M,1971-03-01,São Paulo,laptop básico,2300.0,2018-10-10,1,6.0,52.0,2018,0
837,909,2,3,2018-10-04,Gabrielle Azevedo,F,1971-12-19,Rio de Janeiro,laptop básico,2300.0,,0,,51.0,2018,0
838,450,8,6,2018-10-04,Bruna Correia,F,1972-09-15,Brasília,impressora,700.0,2018-10-06,1,2.0,50.0,2018,0
839,251,2,3,2018-10-04,Anna Dias,F,2003-06-13,Rio de Janeiro,laptop básico,2300.0,,0,,19.0,2018,1
840,6,4,3,2018-10-04,Felipe Almeida,M,1976-10-11,Belo Horizonte,laptop básico,2300.0,2018-10-18,1,14.0,46.0,2018,0
841,926,2,3,2018-10-05,Vitória Goncalves,F,1974-10-09,Rio de Janeiro,laptop básico,2300.0,2018-11-06,1,32.0,48.0,2018,1
842,797,6,1,2018-10-05,Miguel Barros,M,1942-11-02,Recife,mouse,20.0,2018-10-16,1,11.0,80.0,2018,0
843,266,3,3,2018-10-05,Tânia Pereira,F,1960-06-23,Curitiba,laptop básico,2300.0,2018-11-13,1,39.0,62.0,2018,0
844,773,10,1,2018-10-05,Gabriel Fernandes,M,1943-03-05,Vitória,mouse,20.0,2018-10-09,1,4.0,80.0,2018,0
845,613,1,4,2018-10-05,Diego Azevedo,M,1981-02-24,São Paulo,laptop gamer,5300.0,,0,,42.0,2018,0
846,897,5,7,2018-10-05,Enzo Goncalves,M,1964-06-25,Santa Catarina,carregador,150.0,2018-10-13,1,8.0,58.0,2018,0
847,229,6,6,2018-10-05,Kauê Ribeiro,M,1961-05-08,Recife,impressora,700.0,2018-10-10,1,5.0,61.0,2018,0
848,717,7,3,2018-10-05,Clara Alves,F,1989-10-27,Salvador,laptop básico,2300.0,2018-10-22,1,17.0,33.0,2018,0
849,653,4,4,2018-10-05,Tomás Melo,M,1941-05-03,Belo Horizonte,laptop gamer,5300.0,,0,,81.0,2018,0
850,439,4,4,2018-10-05,Melissa Lima,F,1990-10-23,Belo Horizonte,laptop gamer,5300.0,,0,,32.0,2018,1
851,669,3,1,2018-10-05,Davi Fernandes,M,1947-03-12,Curitiba,mouse,20.0,2018-10-28,1,23.0,75.0,2018,0
852,557,2,3,2018-10-05,Sofia Azevedo,F,1981-06-03,Rio de Janeiro,laptop básico,2300.0,,0,,41.0,2018,0
853,483,2,3,2018-10-06,Enzo Goncalves,M,1938-06-01,Rio de Janeiro,laptop básico,2300.0,2018-11-18,1,43.0,84.0,2018,1
854,611,4,6,2018-10-06,Gabrielle Barros,F,1983-10-03,Belo Horizonte,impressora,700.0,2018-10-20,1,14.0,39.0,2018,0
855,966,2,5,2018-10-06,Estevan Santos,M,1951-11-11,Rio de Janeiro,monitor,1500.0,2018-10-31,1,25.0,71.0,2018,1
856,617,3,10,2018-10-09,Cauã Lima,M,1957-03-20,Curitiba,xxx-231a,321.1352,2018-11-20,1,42.0,65.0,2018,0
857,73,1,4,2018-10-09,Matheus Rodrigues,M,1982-11-20,São Paulo,laptop gamer,5300.0,2018-10-17,1,8.0,40.0,2018,1
858,569,4,6,2018-10-09,Douglas Pinto,M,1982-09-14,Belo Horizonte,impressora,700.0,2018-11-01,1,23.0,40.0,2018,0
859,432,2,9,2018-10-12,André Santos,M,1988-06-25,Rio de Janeiro,mesa,860.0,2018-11-09,1,28.0,34.0,2018,1
860,773,2,2,2018-10-12,Gabriel Fernandes,M,1943-03-05,Rio de Janeiro,teclado,30.0,2018-11-16,1,35.0,80.0,2018,1
861,463,10,3,2018-10-12,Giovanna Costa,F,2002-03-03,Vitória,laptop básico,2300.0,2018-10-18,1,6.0,21.0,2018,0
862,415,3,3,2018-10-13,Nicolash Pinto,M,1989-06-22,Curitiba,laptop básico,2300.0,2018-11-22,1,40.0,33.0,2018,1
863,64,2,6,2018-10-13,Tânia Costa,F,1959-05-13,Rio de Janeiro,impressora,700.0,2018-10-23,1,10.0,63.0,2018,0
864,903,5,2,2018-10-13,Bianca Santos,F,1964-12-06,Santa Catarina,teclado,30.0,2018-10-23,1,10.0,58.0,2018,0
865,83,6,3,2018-10-13,Miguel Correia,M,1945-10-08,Recife,laptop básico,2300.0,2018-11-09,1,27.0,77.0,2018,1
866,873,2,8,2018-10-13,Bruna Silva,F,1943-12-02,Rio de Janeiro,cadeira,540.0,,0,,79.0,2018,0
867,347,2,2,2018-10-13,Eduardo Martins,M,1959-05-10,Rio de Janeiro,teclado,30.0,2018-10-19,1,6.0,63.0,2018,0
868,224,7,3,2018-10-14,Luana Costa,F,1944-11-19,Salvador,laptop básico,2300.0,2018-11-09,1,26.0,78.0,2018,1
869,464,8,9,2018-10-14,Melissa Melo,F,1964-06-04,Brasília,mesa,860.0,2018-10-21,1,7.0,58.0,2018,0
870,81,2,5,2018-10-14,Rafaela Sousa,F,1987-03-08,Rio de Janeiro,monitor,1500.0,,0,,36.0,2018,0
871,878,7,8,2018-10-14,Aline Azevedo,F,1962-05-27,Salvador,cadeira,540.0,2018-11-21,1,38.0,60.0,2018,1
872,158,8,3,2018-10-14,Gabrielle Castro,F,1996-03-05,Brasília,laptop básico,2300.0,2018-11-11,1,28.0,27.0,2018,0
873,266,8,1,2018-10-14,Tânia Pereira,F,1960-06-23,Brasília,mouse,20.0,2018-11-21,1,38.0,62.0,2018,0
874,656,1,5,2018-10-14,Martim Cavalcanti,M,1978-06-27,São Paulo,monitor,1500.0,2018-10-20,1,6.0,44.0,2018,0
875,133,4,3,2018-10-14,Carlos Souza,M,1951-11-07,Belo Horizonte,laptop básico,2300.0,2018-10-21,1,7.0,71.0,2018,0
876,178,3,9,2018-10-14,Isabela Pinto,F,1939-07-18,Curitiba,mesa,860.0,2018-11-05,1,22.0,83.0,2018,1
877,723,5,10,2018-10-15,Evelyn Costa,F,1975-06-26,Santa Catarina,xxx-231a,321.1352,2018-10-22,1,7.0,47.0,2018,0
878,360,2,3,2018-10-15,Fernanda Rodrigues,F,1939-04-25,Rio de Janeiro,laptop básico,2300.0,,0,,83.0,2018,1
879,350,7,9,2018-10-15,Giovanna Goncalves,F,1971-09-17,Salvador,mesa,860.0,2018-11-23,1,39.0,51.0,2018,1
880,822,3,3,2018-10-15,Ágatha Cavalcanti,F,1958-11-03,Curitiba,laptop básico,2300.0,2018-11-07,1,23.0,64.0,2018,1
881,518,6,3,2018-10-15,Raissa Carvalho,F,1958-07-07,Recife,laptop básico,2300.0,2018-11-10,1,26.0,64.0,2018,1
882,893,7,8,2018-10-15,Danilo Gomes,M,1962-05-25,Salvador,cadeira,540.0,2018-10-16,1,1.0,60.0,2018,0
883,411,7,10,2018-10-15,Julieta Goncalves,F,1968-01-14,Salvador,xxx-231a,321.1352,2018-11-12,1,28.0,55.0,2018,0
884,691,4,3,2018-10-15,Amanda Ribeiro,F,1952-10-02,Belo Horizonte,laptop básico,2300.0,,0,,70.0,2018,0
885,686,8,3,2018-10-15,Danilo Ferreira,M,1973-03-26,Brasília,laptop básico,2300.0,2018-10-30,1,15.0,49.0,2018,0
886,153,7,5,2018-10-17,Maria Almeida,F,2000-06-07,Salvador,monitor,1500.0,2018-11-27,1,41.0,22.0,2018,1
887,37,2,10,2018-10-17,Emily Araujo,F,1989-06-15,Rio de Janeiro,xxx-231a,321.1352,2018-11-18,1,32.0,33.0,2018,1
888,220,6,3,2018-10-17,Kauan Almeida,M,1948-04-12,Recife,laptop básico,2300.0,2018-10-30,1,13.0,74.0,2018,0
889,760,5,3,2018-10-17,André Oliveira,M,1979-02-10,Santa Catarina,laptop básico,2300.0,2018-11-25,1,39.0,44.0,2018,1
890,950,10,3,2018-10-17,Thiago Barbosa,M,2003-10-18,Vitória,laptop básico,2300.0,2018-11-24,1,38.0,19.0,2018,1
891,161,2,5,2018-10-17,André Rocha,M,1943-07-28,Rio de Janeiro,monitor,1500.0,2018-12-01,1,45.0,79.0,2018,0
892,345,3,3,2018-10-18,Danilo Melo,M,1974-11-08,Curitiba,laptop básico,2300.0,2018-10-28,1,10.0,48.0,2018,0
893,779,2,3,2018-10-18,Larissa Ferreira,F,1991-12-31,Rio de Janeiro,laptop básico,2300.0,,0,,31.0,2018,0
894,613,2,3,2018-10-18,Diego Azevedo,M,1981-02-24,Rio de Janeiro,laptop básico,2300.0,,0,,42.0,2018,1
895,396,6,4,2018-10-22,Gabriela Santos,F,2000-04-27,Recife,laptop gamer,5300.0,,0,,22.0,2018,1
896,347,1,1,2018-10-22,Eduardo Martins,M,1959-05-10,São Paulo,mouse,20.0,2018-12-03,1,42.0,63.0,2018,1
897,88,4,3,2018-10-22,Mariana Cardoso,F,1943-09-11,Belo Horizonte,laptop básico,2300.0,2018-11-18,1,27.0,79.0,2018,0
898,692,5,3,2018-10-22,Leila Costa,F,2000-10-16,Santa Catarina,laptop básico,2300.0,,0,,22.0,2018,0
899,741,2,3,2018-10-22,Nicole Dias,F,1975-12-13,Rio de Janeiro,laptop básico,2300.0,,0,,47.0,2018,1
900,995,2,4,2018-10-22,Ágatha Pereira,F,1939-12-24,Rio de Janeiro,laptop gamer,5300.0,2018-12-02,1,41.0,83.0,2018,1
901,24,1,9,2018-10-22,Bruna Barbosa,F,1951-07-16,São Paulo,mesa,860.0,2018-11-04,1,13.0,71.0,2018,1
902,511,2,3,2018-10-22,Arthur Almeida,M,1994-05-25,Rio de Janeiro,laptop básico,2300.0,2018-12-04,1,43.0,28.0,2018,1
903,36,9,3,2018-10-22,Felipe Azevedo,M,1964-10-13,Palmas,laptop básico,2300.0,,0,,58.0,2018,0
904,33,10,3,2018-10-23,Antônio Gomes,M,1997-10-07,Vitória,laptop básico,2300.0,2018-11-22,1,30.0,25.0,2018,1
905,59,2,1,2018-10-23,Rodrigo Ribeiro,M,1941-11-05,Rio de Janeiro,mouse,20.0,,0,,81.0,2018,0
906,679,4,3,2018-10-23,Beatriz Barbosa,F,1984-12-25,Belo Horizonte,laptop básico,2300.0,2018-10-23,1,0.0,38.0,2018,1
907,943,2,6,2018-10-26,Vinícius Carvalho,M,1997-02-04,Rio de Janeiro,impressora,700.0,,0,,26.0,2018,0
908,13,2,6,2018-10-26,Emilly Goncalves,F,1955-09-12,Rio de Janeiro,impressora,700.0,2018-11-28,1,33.0,67.0,2018,1
909,627,3,7,2018-10-26,Sophia Ribeiro,F,1970-02-23,Curitiba,carregador,150.0,2018-11-02,1,7.0,53.0,2018,1
910,777,2,10,2018-10-26,Kauan Almeida,M,1976-07-24,Rio de Janeiro,xxx-231a,321.1352,,0,,46.0,2018,0
911,525,10,10,2018-10-26,Lucas Carvalho,M,1993-06-17,Vitória,xxx-231a,321.1352,2018-11-14,1,19.0,29.0,2018,0
912,567,9,1,2018-10-26,Mateus Cavalcanti,M,1957-04-24,Palmas,mouse,20.0,2018-11-12,1,17.0,65.0,2018,0
913,276,9,6,2018-10-27,Luiz Oliveira,M,1960-12-09,Palmas,impressora,700.0,2018-11-24,1,28.0,62.0,2018,1
914,133,2,1,2018-10-27,Carlos Souza,M,1951-11-07,Rio de Janeiro,mouse,20.0,,0,,71.0,2018,0
915,726,7,9,2018-10-27,Vitoria Gomes,F,1990-12-18,Salvador,mesa,860.0,2018-12-02,1,36.0,32.0,2018,1
916,325,2,3,2018-10-27,Melissa Cavalcanti,F,1975-06-06,Rio de Janeiro,laptop básico,2300.0,2018-11-03,1,7.0,47.0,2018,1
917,998,5,7,2018-10-27,Lara Oliveira,F,1946-03-15,Santa Catarina,carregador,150.0,,0,,76.0,2018,0
918,432,6,7,2018-10-27,André Santos,M,1988-06-25,Recife,carregador,150.0,2018-11-20,1,24.0,34.0,2018,0
919,893,8,3,2018-10-28,Danilo Gomes,M,1962-05-25,Brasília,laptop básico,2300.0,2018-11-28,1,31.0,60.0,2018,1
920,5,2,4,2018-10-28,Gabrielle Martins,F,1953-05-06,Rio de Janeiro,laptop gamer,5300.0,2018-11-19,1,22.0,69.0,2018,1
921,785,4,3,2018-10-28,Davi Dias,M,1965-01-21,Belo Horizonte,laptop básico,2300.0,2018-11-16,1,19.0,58.0,2018,0
922,195,4,4,2018-10-29,Carlos Barros,M,1952-06-03,Belo Horizonte,laptop gamer,5300.0,,0,,70.0,2018,0
923,710,2,3,2018-10-29,Vitór Souza,M,1983-09-04,Rio de Janeiro,laptop básico,2300.0,,0,,39.0,2018,0
924,528,7,3,2018-10-29,Raissa Azevedo,F,1945-08-08,Salvador,laptop básico,2300.0,2018-12-05,1,37.0,77.0,2018,1
925,881,5,6,2018-11-01,Julieta Goncalves,F,1963-01-02,Santa Catarina,impressora,700.0,2018-11-25,1,24.0,60.0,2018,1
926,726,9,5,2018-11-01,Vitoria Gomes,F,1990-12-18,Palmas,monitor,1500.0,2018-11-04,1,3.0,32.0,2018,0
927,57,3,3,2018-11-01,Emily Silva,F,1986-04-21,Curitiba,laptop básico,2300.0,2018-11-01,1,0.0,36.0,2018,0
928,33,10,7,2018-11-02,Antônio Gomes,M,1997-10-07,Vitória,carregador,150.0,2018-11-23,1,21.0,25.0,2018,1
929,245,2,4,2018-11-02,Igor Dias,M,1975-09-18,Rio de Janeiro,laptop gamer,5300.0,,0,,47.0,2018,0
930,312,5,1,2018-11-02,Julian Araujo,M,1945-10-05,Santa Catarina,mouse,20.0,,0,,77.0,2018,1
931,465,2,3,2018-11-04,Nicole Lima,F,1962-04-17,Rio de Janeiro,laptop básico,2300.0,,0,,60.0,2018,0
932,60,2,4,2018-11-04,Camila Azevedo,F,1975-12-11,Rio de Janeiro,laptop gamer,5300.0,2018-11-20,1,16.0,47.0,2018,0
933,296,2,4,2018-11-04,Luís Sousa,M,2002-03-03,Rio de Janeiro,laptop gamer,5300.0,,0,,21.0,2018,0
934,25,2,3,2018-11-04,Otávio Carvalho,M,1943-08-09,Rio de Janeiro,laptop básico,2300.0,,0,,79.0,2018,0
935,444,2,7,2018-11-04,Mariana Almeida,F,1964-12-15,Rio de Janeiro,carregador,150.0,,0,,58.0,2018,1
936,514,2,4,2018-11-04,Joao Souza,M,1939-10-14,Rio de Janeiro,laptop gamer,5300.0,2018-11-08,1,4.0,83.0,2018,0
937,5,2,3,2018-11-05,Gabrielle Martins,F,1953-05-06,Rio de Janeiro,laptop básico,2300.0,,0,,69.0,2018,0
938,819,6,3,2018-11-05,Rafaela Pinto,F,2002-09-06,Recife,laptop básico,2300.0,2018-12-03,1,28.0,20.0,2018,1
939,689,8,6,2018-11-05,Eduardo Alves,M,1948-10-04,Brasília,impressora,700.0,,0,,74.0,2018,1
940,876,2,9,2018-11-05,Camila Barbosa,F,2001-10-14,Rio de Janeiro,mesa,860.0,,0,,21.0,2018,0
941,720,10,1,2018-11-05,Leonardo Barbosa,M,1976-01-06,Vitória,mouse,20.0,2018-11-07,1,2.0,47.0,2018,0
942,415,2,3,2018-11-05,Nicolash Pinto,M,1989-06-22,Rio de Janeiro,laptop básico,2300.0,2018-11-29,1,24.0,33.0,2018,0
943,938,10,6,2018-11-07,Vitoria Castro,F,1968-03-05,Vitória,impressora,700.0,,0,,55.0,2018,0
944,248,7,2,2018-11-07,André Castro,M,1974-04-08,Salvador,teclado,30.0,2018-12-09,1,32.0,48.0,2018,0
945,102,2,8,2018-11-07,Diego Lima,M,1949-11-13,Rio de Janeiro,cadeira,540.0,,0,,73.0,2018,0
946,162,2,3,2018-11-08,Matheus Lima,M,1952-01-13,Rio de Janeiro,laptop básico,2300.0,2018-12-09,1,31.0,71.0,2018,0
947,221,9,3,2018-11-08,Estevan Souza,M,1962-01-12,Palmas,laptop básico,2300.0,2018-12-23,1,45.0,61.0,2018,1
948,993,1,2,2018-11-08,Marcos Castro,M,1984-05-24,São Paulo,teclado,30.0,2018-11-19,1,11.0,38.0,2018,0
949,972,2,5,2018-11-09,Marina Lima,F,1952-03-01,Rio de Janeiro,monitor,1500.0,,0,,71.0,2018,0
950,534,6,3,2018-11-09,Carla Santos,F,1975-10-05,Recife,laptop básico,2300.0,2018-12-17,1,38.0,47.0,2018,0
951,409,2,3,2018-11-09,Kaua Pereira,M,1988-06-22,Rio de Janeiro,laptop básico,2300.0,,0,,34.0,2018,1
952,371,6,3,2018-11-11,Gustavo Castro,M,1965-02-18,Recife,laptop básico,2300.0,2018-12-19,1,38.0,58.0,2018,1
953,282,1,3,2018-11-11,Vitória Souza,F,1967-06-19,São Paulo,laptop básico,2300.0,2018-12-17,1,36.0,55.0,2018,0
954,158,2,2,2018-11-11,Gabrielle Castro,F,1996-03-05,Rio de Janeiro,teclado,30.0,2018-12-16,1,35.0,27.0,2018,1
955,244,2,3,2018-11-11,Thiago Ribeiro,M,1935-01-31,Rio de Janeiro,laptop básico,2300.0,2018-12-19,1,38.0,88.0,2018,0
956,600,2,1,2018-11-11,Matheus Cunha,M,1994-12-26,Rio de Janeiro,mouse,20.0,,0,,28.0,2018,0
957,832,7,3,2018-11-11,Gustavo Cavalcanti,M,1982-11-03,Salvador,laptop básico,2300.0,2018-12-07,1,26.0,40.0,2018,1
958,573,2,9,2018-11-12,Tânia Pinto,F,1946-10-22,Rio de Janeiro,mesa,860.0,,0,,76.0,2018,0
959,875,2,3,2018-11-12,Luís Pereira,M,1987-10-26,Rio de Janeiro,laptop básico,2300.0,2018-12-08,1,26.0,35.0,2018,0
960,194,9,3,2018-11-12,Cauã Carvalho,M,1975-07-31,Palmas,laptop básico,2300.0,2018-11-22,1,10.0,47.0,2018,0
961,340,10,3,2018-11-13,Alex Azevedo,M,1962-11-05,Vitória,laptop básico,2300.0,2018-12-10,1,27.0,60.0,2018,0
962,15,8,3,2018-11-13,Gustavo Barbosa,M,1936-04-19,Brasília,laptop básico,2300.0,2018-11-13,1,0.0,86.0,2018,0
963,400,8,9,2018-11-13,Diego Carvalho,M,1955-04-21,Brasília,mesa,860.0,2018-12-27,1,44.0,67.0,2018,1
964,16,8,2,2018-11-13,Kai Ferreira,M,1985-09-03,Brasília,teclado,30.0,2018-12-10,1,27.0,37.0,2018,1
965,409,1,3,2018-11-13,Kaua Pereira,M,1988-06-22,São Paulo,laptop básico,2300.0,2018-12-20,1,37.0,34.0,2018,1
966,723,2,4,2018-11-13,Evelyn Costa,F,1975-06-26,Rio de Janeiro,laptop gamer,5300.0,,0,,47.0,2018,1
967,556,2,3,2018-11-13,Luiza Ferreira,F,1997-12-19,Rio de Janeiro,laptop básico,2300.0,,0,,25.0,2018,0
968,101,3,6,2018-11-13,Davi Pereira,M,1995-09-14,Curitiba,impressora,700.0,2018-12-01,1,18.0,27.0,2018,0
969,440,1,4,2018-11-13,Eduardo Araujo,M,1937-10-20,São Paulo,laptop gamer,5300.0,2018-12-11,1,28.0,85.0,2018,1
970,254,6,3,2018-11-13,Davi Santos,M,1997-03-02,Recife,laptop básico,2300.0,2018-12-20,1,37.0,26.0,2018,1
971,498,7,3,2018-11-13,Pedro Barbosa,M,1999-08-02,Salvador,laptop básico,2300.0,,0,,23.0,2018,0
972,977,3,3,2018-11-13,Vinicius Oliveira,M,1985-05-17,Curitiba,laptop básico,2300.0,2018-11-22,1,9.0,37.0,2018,0
973,659,4,4,2018-11-13,Matheus Sousa,M,1944-04-07,Belo Horizonte,laptop gamer,5300.0,,0,,78.0,2018,0
974,844,2,4,2018-11-13,Eduardo Costa,M,1967-08-02,Rio de Janeiro,laptop gamer,5300.0,,0,,55.0,2018,0
975,339,9,3,2018-11-13,Marisa Martins,F,1935-11-08,Palmas,laptop básico,2300.0,2018-12-26,1,43.0,87.0,2018,0
976,359,2,4,2018-11-14,Aline Correia,F,1986-01-23,Rio de Janeiro,laptop gamer,5300.0,2018-11-24,1,10.0,37.0,2018,0
977,653,2,10,2018-11-14,Tomás Melo,M,1941-05-03,Rio de Janeiro,xxx-231a,321.1352,,0,,81.0,2018,0
978,24,2,1,2018-11-14,Bruna Barbosa,F,1951-07-16,Rio de Janeiro,mouse,20.0,,0,,71.0,2018,0
979,806,6,9,2018-11-15,Júlia Ferreira,F,1941-02-13,Recife,mesa,860.0,2018-12-19,1,34.0,82.0,2018,1
980,843,2,8,2018-11-15,Nicolas Fernandes,M,1942-06-11,Rio de Janeiro,cadeira,540.0,2018-12-11,1,26.0,80.0,2018,1
981,382,8,3,2018-11-15,Luana Silva,F,1939-07-03,Brasília,laptop básico,2300.0,2018-12-06,1,21.0,83.0,2018,1
982,142,2,3,2018-11-16,Fábio Almeida,M,1947-01-15,Rio de Janeiro,laptop básico,2300.0,,0,,76.0,2018,0
983,465,2,3,2018-11-16,Nicole Lima,F,1962-04-17,Rio de Janeiro,laptop básico,2300.0,,0,,60.0,2018,0
984,711,5,4,2018-11-16,Larissa Ferreira,F,1944-01-23,Santa Catarina,laptop gamer,5300.0,,0,,79.0,2018,1
985,371,4,6,2018-11-17,Gustavo Castro,M,1965-02-18,Belo Horizonte,impressora,700.0,2018-11-23,1,6.0,58.0,2018,0
986,783,2,5,2018-11-17,Kauã Goncalves,M,1974-08-24,Rio de Janeiro,monitor,1500.0,2018-12-29,1,42.0,48.0,2018,1
987,4,2,9,2018-11-17,Sarah Goncalves,F,1937-02-24,Rio de Janeiro,mesa,860.0,,0,,86.0,2018,0
988,804,2,9,2018-11-17,Emilly Lima,F,2001-07-15,Rio de Janeiro,mesa,860.0,,0,,21.0,2018,1
989,242,2,3,2018-11-17,Brenda Barros,F,1998-04-13,Rio de Janeiro,laptop básico,2300.0,2018-11-27,1,10.0,24.0,2018,1
990,538,3,3,2018-11-17,Isabela Barros,F,1984-09-23,Curitiba,laptop básico,2300.0,2018-12-10,1,23.0,38.0,2018,1
991,815,7,3,2018-11-21,Emily Almeida,F,1964-09-21,Salvador,laptop básico,2300.0,2018-12-26,1,35.0,58.0,2018,1
992,377,3,3,2018-11-21,Julia Correia,F,1935-03-29,Curitiba,laptop básico,2300.0,2018-12-21,1,30.0,87.0,2018,0
993,522,7,5,2018-11-21,Bianca Martins,F,1938-10-12,Salvador,monitor,1500.0,2018-11-25,1,4.0,84.0,2018,0
994,992,2,2,2018-11-21,Julia Barbosa,F,1959-12-23,Rio de Janeiro,teclado,30.0,,0,,63.0,2018,1
995,172,8,8,2018-11-21,Raissa Cardoso,F,1988-11-03,Brasília,cadeira,540.0,2018-11-27,1,6.0,34.0,2018,0
996,38,9,4,2018-11-21,Leonardo Sousa,M,1958-04-26,Palmas,laptop gamer,5300.0,,0,,64.0,2018,0
997,301,9,3,2018-11-24,Gabrielly Rocha,F,1961-05-23,Palmas,laptop básico,2300.0,2018-11-28,1,4.0,61.0,2018,1
998,512,8,10,2018-11-24,Diego Ribeiro,M,1998-03-17,Brasília,xxx-231a,321.1352,2018-11-30,1,6.0,24.0,2018,1
999,375,10,7,2018-11-24,Renan Melo,M,1998-12-10,Vitória,carregador,150.0,,0,,24.0,2018,0
1000,144,3,3,2018-11-25,José Carvalho,M,1989-04-18,Curitiba,laptop básico,2300.0,2019-01-03,1,39.0,33.0,2018,0
1001,198,6,2,2018-11-25,Diogo Castro,M,1961-02-17,Recife,teclado,30.0,2018-12-26,1,31.0,62.0,2018,1
1002,296,2,9,2018-11-25,Luís Sousa,M,2002-03-03,Rio de Janeiro,mesa,860.0,,0,,21.0,2018,1
1003,462,2,8,2018-11-28,Isabelle Almeida,F,1998-10-21,Rio de Janeiro,cadeira,540.0,,0,,24.0,2018,0
1004,536,7,3,2018-11-28,Luana Alves,F,1995-04-07,Salvador,laptop básico,2300.0,2018-12-29,1,31.0,27.0,2018,0
1005,862,6,8,2018-11-28,Daniel Gomes,M,1952-08-02,Recife,cadeira,540.0,2018-12-09,1,11.0,70.0,2018,0
1006,302,5,3,2018-11-28,Guilherme Cardoso,0,1998-03-09,Santa Catarina,laptop básico,2300.0,2019-01-05,1,38.0,24.0,2018,0
